clave_municipio,clave_entidad,entidad,municipio,lista_nominal,total_votos,participacion,votos_shh,votos_fcm,votos_mc,votos_otros,pct_shh,pct_fcm,pct_mc,ventaja_shh
24039,24,San Luis Potosí,Tampamolon Corona,10663,8003,75.0539,6390,771,564,278,79.8451,9.6339,7.0474,70.2112
24040,24,San Luis Potosí,Tamuin,27290,16850,61.7442,11137,3549,1523,641,66.095,21.0623,9.0386,45.0327
24041,24,San Luis Potosí,Tanlajas,14120,10546,74.6884,7076,2143,936,391,67.0965,20.3205,8.8754,46.776
24042,24,San Luis Potosí,Tanquian de Escobedo,10434,7886,75.5798,5432,1660,546,248,68.8816,21.05,6.9237,47.8316
24043,24,San Luis Potosí,Tierra Nueva,7983,4863,60.9169,2150,1949,505,259,44.2114,40.0781,10.3845,4.1333
24044,24,San Luis Potosí,Vanegas,5644,4003,70.9249,3014,289,434,266,75.2935,7.2196,10.8419,64.4516
24045,24,San Luis Potosí,Venado,11463,7970,69.528,4183,2044,1229,514,52.4843,25.6462,15.4203,26.8381
24046,24,San Luis Potosí,Villa de Arriaga,14343,10747,74.9285,8072,1394,985,296,75.1093,12.9711,9.1653,62.1382
24047,24,San Luis Potosí,Villa de Guadalupe,7907,5113,64.6642,2945,1109,563,496,57.5983,21.6898,11.0111,35.9085
24048,24,San Luis Potosí,Villa de la Paz,4152,2827,68.0877,1779,404,561,83,62.9289,14.2908,19.8444,43.0845
24049,24,San Luis Potosí,Villa de Ramos,28563,16659,58.3237,10270,2430,3310,649,61.6484,14.5867,19.8691,41.7793
24050,24,San Luis Potosí,Villa de Reyes,41997,28294,67.3715,19990,4971,2388,945,70.651,17.5691,8.44,53.0819
24051,24,San Luis Potosí,Villa Hidalgo,12789,8364,65.4,5557,1816,625,366,66.4395,21.7121,7.4725,44.7274
24052,24,San Luis Potosí,Villa Juarez,9535,5588,58.6051,2988,1874,390,336,53.4717,33.5361,6.9792,19.9356
24053,24,San Luis Potosí,Axtla de Terrazas,25428,17540,68.9791,11828,3657,1222,833,67.4344,20.8495,6.9669,46.5849
24054,24,San Luis Potosí,Xilitla,37930,25598,67.4875,18301,3905,1731,1661,71.4939,15.2551,6.7622,56.2388
24055,24,San Luis Potosí,Zaragoza,20721,13421,64.77,8165,2148,2627,481,60.8375,16.0048,19.5738,41.2637
24056,24,San Luis Potosí,Villa de Arista,12424,8326,67.0155,4652,2139,1123,412,55.8732,25.6906,13.4879,30.1826
24057,24,San Luis Potosí,Matlapa,23378,17084,73.0773,11318,4579,661,526,66.2491,26.8029,3.8691,39.4462
24058,24,San Luis Potosí,Naranjo--El,15822,10556,66.7172,7368,1685,1144,359,69.7992,15.9625,10.8374,53.8367
25001,25,Sinaloa,Ahome,352918,201836,57.1906,128182,54749,15222,3683,63.508,27.1255,7.5418,36.3825
25002,25,Sinaloa,Angostura,37425,25144,67.185,14081,8169,2282,612,56.0014,32.4889,9.0757,23.5125
25003,25,Sinaloa,Badiraguato,23078,12929,56.0231,8821,1701,1825,582,68.2265,13.1565,14.1156,54.1109
25004,25,Sinaloa,Concordia,19849,11476,57.8165,8463,2093,583,337,73.7452,18.2381,5.0802,55.5071
25005,25,Sinaloa,Cosala,13357,8489,63.5547,5851,1978,399,261,68.9245,23.3007,4.7002,45.6238
25006,25,Sinaloa,Culiacan,740427,410809,55.4827,255218,112322,35752,7517,62.1257,27.3417,8.7028,34.784
25007,25,Sinaloa,Choix,24087,14682,60.954,9140,4378,680,484,62.2531,29.8188,4.6315,32.4343
25008,25,Sinaloa,Elota,35029,20172,57.5866,12234,4017,3142,779,60.6484,19.9137,15.576,40.7347
25009,25,Sinaloa,Escuinapa,43402,24641,56.7739,18961,3738,1480,462,76.949,15.1698,6.0062,61.7792
25010,25,Sinaloa,Fuerte--El,74275,43964,59.1908,34955,5579,2437,993,79.5082,12.6899,5.5432,66.8183
25011,25,Sinaloa,Guasave,199958,111863,55.9432,77719,23201,8532,2411,69.4769,20.7405,7.6272,48.7364
25012,25,Sinaloa,Mazatlan,400438,217873,54.4087,141519,55861,16206,4287,64.9548,25.6392,7.4383,39.3156
25013,25,Sinaloa,Mocorito,36315,20666,56.9076,14654,4088,1330,594,70.9087,19.7813,6.4357,51.1274
25014,25,Sinaloa,Rosario,39655,23578,59.4578,17453,4243,1307,575,74.0224,17.9956,5.5433,56.0268
25015,25,Sinaloa,Salvador Alvarado,66930,40579,60.629,24399,11773,3610,797,60.1272,29.0125,8.8962,31.1147
25016,25,Sinaloa,San Ignacio,16332,9286,56.8577,7016,1602,359,309,75.5546,17.2518,3.866,58.3028
25017,25,Sinaloa,Sinaloa,64987,34309,52.7936,25589,5796,1734,1190,74.5839,16.8935,5.0541,57.6904
25018,25,Sinaloa,Navolato,112620,60663,53.8652,41520,13786,3980,1377,68.4437,22.7255,6.5608,45.7182
25019,25,Sinaloa,Eldorado,29770,17041,57.2422,12696,2885,1058,402,74.5027,16.9298,6.2086,57.5729
25020,25,Sinaloa,Juan Jose Rios,30496,17264,56.6107,12387,3330,1220,327,71.7505,19.2887,7.0667,52.4618
26001,26,Sonora,Aconchi,2635,2004,76.0531,1095,469,378,62,54.6407,23.4032,18.8623,31.2375
26002,26,Sonora,Agua Prieta,71928,33314,46.3158,23020,6820,2698,776,69.1001,20.4719,8.0987,48.6282
26003,26,Sonora,Alamos,19637,12005,61.1346,7695,3008,953,349,64.0983,25.0562,7.9384,39.0421
26004,26,Sonora,Altar,7121,4420,62.0699,2975,1013,347,85,67.3077,22.9186,7.8507,44.3891
26005,26,Sonora,Arivechi,1131,850,75.1547,628,113,82,27,73.8824,13.2941,9.6471,60.5883
26006,26,Sonora,Arizpe,2970,2114,71.1785,886,867,289,72,41.9111,41.0123,13.6708,0.8988
26007,26,Sonora,Atil,747,597,79.9197,294,206,60,37,49.2462,34.5059,10.0503,14.7403
26008,26,Sonora,Bacadehuachi,1249,1071,85.7486,644,355,53,19,60.1307,33.1466,4.9486,26.9841
26009,26,Sonora,Bacanora,1121,889,79.3042,596,240,36,17,67.0416,26.9966,4.0495,40.045
26010,26,Sonora,Bacerac,1175,937,79.7447,564,336,16,21,60.1921,35.8591,1.7076,24.333
26011,26,Sonora,Bacoachi,1554,1015,65.3153,606,250,123,36,59.7044,24.6305,12.1182,35.0739
26012,26,Sonora,Bacum,17735,9974,56.2391,7313,1572,841,248,73.3206,15.761,8.4319,57.5596
26013,26,Sonora,Banamichi,1693,1372,81.0396,668,579,89,36,48.688,42.2012,6.4869,6.4868
26014,26,Sonora,Baviacora,3572,2645,74.0482,1259,953,355,78,47.5992,36.0302,13.4216,11.569
26015,26,Sonora,Bavispe,1322,1086,82.1483,658,388,17,23,60.5893,35.7274,1.5654,24.8619
26016,26,Sonora,Benjamin Hill,3761,2322,61.7389,1428,636,192,66,61.4987,27.3902,8.2687,34.1085
26017,26,Sonora,Caborca,67682,31428,46.4348,18949,8988,2720,771,60.2934,28.5987,8.6547,31.6947
26018,26,Sonora,Cajeme,331247,173062,52.2456,119206,37141,13636,3079,68.8805,21.4611,7.8793,47.4194
26019,26,Sonora,Cananea,31009,14102,45.4771,8403,3477,1860,362,59.5873,24.6561,13.1896,34.9312
26020,26,Sonora,Carbo,3911,2362,60.3938,1578,599,131,54,66.8078,25.3599,5.5461,41.4479
26021,26,Sonora,Colorada--La,2704,2287,84.5784,1069,678,466,74,46.7425,29.6458,20.376,17.0967
26022,26,Sonora,Cucurpe,1009,814,80.6739,449,316,18,31,55.1597,38.8206,2.2113,16.3391
26023,26,Sonora,Cumpas,5686,3932,69.1523,2086,1195,553,98,53.0519,30.3917,14.0641,22.6602
26024,26,Sonora,Divisaderos,1332,1090,81.8318,694,59,317,20,63.6697,5.4128,29.0826,34.5871
26025,26,Sonora,Empalme,41658,19456,46.7041,14885,2639,1491,441,76.506,13.5639,7.6634,62.9421
26026,26,Sonora,Etchojoa,46366,25957,55.9828,19937,3179,2228,613,76.8078,12.2472,8.5834,64.5606
26027,26,Sonora,Fronteras,6884,4372,63.5096,2792,637,847,96,63.8609,14.57,19.3733,44.4876
26028,26,Sonora,Granados,1132,912,80.5654,355,330,207,20,38.9254,36.1842,22.6974,2.7412
26029,26,Sonora,Guaymas,123240,62087,50.3789,44126,12159,4725,1077,71.0712,19.5838,7.6103,51.4874
26030,26,Sonora,Hermosillo,682230,352755,51.7062,202145,112225,31936,6449,57.3046,31.8139,9.0533,25.4907
26031,26,Sonora,Huachinera,1150,971,84.4348,638,253,53,27,65.7055,26.0556,5.4583,39.6499
26032,26,Sonora,Huasabas,1214,761,62.6853,470,212,51,28,61.7608,27.8581,6.7017,33.9027
26033,26,Sonora,Huatabampo,60385,35257,58.387,24388,8137,1934,798,69.1721,23.0791,5.4854,46.093
26034,26,Sonora,Huepac,1340,1072,80,594,411,43,24,55.4104,38.3396,4.0112,17.0708
26035,26,Sonora,Imuris,10476,5505,52.5487,3457,1145,736,167,62.7975,20.7993,13.3697,41.9982
26036,26,Sonora,Magdalena de Kino,26226,13877,52.9131,7300,4649,1513,415,52.605,33.5015,10.9029,19.1035
26037,26,Sonora,Mazatan,1517,1310,86.3546,767,253,254,36,58.5496,19.313,19.3893,39.1603
26038,26,Sonora,Moctezuma,4671,3318,71.034,1629,1407,185,97,49.0958,42.4051,5.5756,6.6907
26039,26,Sonora,Naco,4928,3683,74.7362,1809,1138,637,99,49.1176,30.8987,17.2957,18.2189
26040,26,Sonora,Nacori Chico,1483,1140,76.8712,746,196,175,23,65.4386,17.193,15.3509,48.2456
26041,26,Sonora,Nacozari de Garcia,10432,6764,64.839,4189,1600,792,183,61.9308,23.6546,11.709,38.2762
26042,26,Sonora,Navojoa,128294,68529,53.4156,51593,10749,4890,1297,75.2864,15.6853,7.1357,59.6011
26043,26,Sonora,Nogales,216408,89161,41.2004,59670,16738,10883,1870,66.9239,18.7728,12.206,48.1511
26044,26,Sonora,Onavas,869,731,84.1197,431,103,174,23,58.9603,14.0903,23.803,35.1573
26045,26,Sonora,Opodepe,2175,1536,70.6207,944,435,100,57,61.4583,28.3203,6.5104,33.138
26046,26,Sonora,Oquitoa,446,353,79.148,159,124,53,17,45.0425,35.1275,15.0142,9.915
26047,26,Sonora,Pitiquito,6420,4113,64.0654,2487,1028,502,96,60.4668,24.9939,12.2052,35.4729
26048,26,Sonora,Puerto Peñasco,54996,27639,50.2564,17464,6393,3198,584,63.1861,23.1304,11.5706,40.0557
26049,26,Sonora,Quiriego,3511,2726,77.6417,1987,228,396,115,72.8907,8.3639,14.5268,58.3639
26050,26,Sonora,Rayon,1937,1467,75.7357,699,529,88,151,47.6483,36.06,5.9986,11.5883
26051,26,Sonora,Rosario de Tesopaco,4789,3219,67.2165,2245,788,92,94,69.7422,24.4797,2.858,45.2625
26052,26,Sonora,Sahuaripa,4638,2751,59.3144,1556,983,118,94,56.5613,35.7325,4.2893,20.8288
26053,26,Sonora,San Felipe de Jesus,582,480,82.4742,182,173,101,24,37.9167,36.0417,21.0417,1.875
26054,26,Sonora,San Javier,650,540,83.0769,256,193,83,8,47.4074,35.7407,15.3704,11.6667
26055,26,Sonora,San Luis Rio Colorado,169277,68614,40.5336,42008,16943,7886,1777,61.2237,24.6932,11.4933,36.5305
26056,26,Sonora,San Miguel de Horcasitas,7027,3494,49.7225,2294,755,264,181,65.6554,21.6085,7.5558,44.0469
26057,26,Sonora,San Pedro de la Cueva,1956,1580,80.7771,914,511,91,64,57.8481,32.3418,5.7595,25.5063
26058,26,Sonora,Santa Ana,12874,7524,58.4434,3840,2817,600,267,51.0367,37.4402,7.9745,13.5965
26059,26,Sonora,Santa Cruz,1474,808,54.8168,468,166,142,32,57.9208,20.5446,17.5743,37.3762
26060,26,Sonora,Saric,1807,971,53.7355,480,437,32,22,49.4336,45.0051,3.2956,4.4285
26061,26,Sonora,Soyopa,1872,1528,81.6239,978,240,267,43,64.0052,15.7068,17.4738,46.5314
26062,26,Sonora,Suaqui Grande,1551,1289,83.1077,626,535,103,25,48.5648,41.505,7.9907,7.0598
26063,26,Sonora,Tepache,1468,1043,71.049,519,460,40,24,49.7603,44.1035,3.8351,5.6568
26064,26,Sonora,Trincheras,1426,1028,72.0898,666,281,47,34,64.786,27.3346,4.572,37.4514
26065,26,Sonora,Tubutama,1381,924,66.908,473,332,89,30,51.1905,35.9307,9.632,15.2598
26066,26,Sonora,Ures,10132,5874,57.9747,3937,1520,241,176,67.0242,25.8767,4.1028,41.1475
26067,26,Sonora,Villa Hidalgo,1704,1296,76.0563,659,136,480,21,50.8488,10.4938,37.037,13.8118
26068,26,Sonora,Villa Pesqueira,2005,1726,86.0848,1071,243,395,17,62.051,14.0788,22.8853,39.1657
26069,26,Sonora,Yecora,4302,2932,68.1543,1777,961,105,89,60.6071,32.7763,3.5812,27.8308
26070,26,Sonora,General Plutarco Elias Calles,10737,6464,60.203,3958,1444,856,206,61.2314,22.3391,13.2426,38.8923
26071,26,Sonora,Benito Juarez,16547,9717,58.7236,7343,1556,631,187,75.5686,16.0132,6.4938,59.5554
26072,26,Sonora,San Ignacio Rio Muerto,10676,6415,60.088,4436,1135,699,145,69.1504,17.6929,10.8963,51.4575
27001,27,Tabasco,Balancan,43671,28621,65.5378,24497,1873,1246,1005,85.591,6.5441,4.3534,79.0469
27002,27,Tabasco,Cardenas,182164,102796,56.4305,85040,10748,4366,2642,82.727,10.4557,4.2472,72.2713
27003,27,Tabasco,Centla,79935,50502,63.1788,43314,3532,2411,1245,85.7669,6.9938,4.7741,78.7731
27004,27,Tabasco,Centro,529541,313776,59.2543,251100,37460,19183,6033,80.0252,11.9385,6.1136,68.0867
27005,27,Tabasco,Comalcalco,163765,110968,67.7605,81158,22694,4460,2656,73.1364,20.4509,4.0192,52.6855
27006,27,Tabasco,Cunduacan,99869,62418,62.4999,51968,4628,3671,2151,83.258,7.4145,5.8813,75.8435
27007,27,Tabasco,Emiliano Zapata,24620,18118,73.5906,12594,1047,4148,329,69.511,5.7788,22.8944,46.6166
27008,27,Tabasco,Huimanguillo,137159,80617,58.7763,63947,8315,5995,2360,79.322,10.3142,7.4364,69.0078
27009,27,Tabasco,Jalapa,29026,20145,69.4033,17453,1297,937,458,86.6369,6.4383,4.6513,80.1986
27010,27,Tabasco,Jalpa de Mendez,69371,47478,68.4407,36901,7474,1855,1248,77.7223,15.742,3.9071,61.9803
27011,27,Tabasco,Jonuta,24515,19786,80.7098,14180,4832,431,343,71.6668,24.4213,2.1783,47.2455
27012,27,Tabasco,Macuspana,121707,62348,51.2279,52890,5180,2661,1617,84.8303,8.3082,4.268,76.5221
27013,27,Tabasco,Nacajuca,107528,65821,61.2129,55732,5656,3131,1302,84.6721,8.593,4.7568,76.0791
27014,27,Tabasco,Paraiso,74852,53070,70.8999,42816,3851,5108,1295,80.6783,7.2565,9.625,71.0533
27015,27,Tabasco,Tacotalpa,35488,23162,65.2671,17403,1599,3278,882,75.136,6.9035,14.1525,60.9835
27016,27,Tabasco,Teapa,42416,24296,57.2803,20018,1657,1881,740,82.3922,6.8201,7.742,74.6502
27017,27,Tabasco,Tenosique,46648,29137,62.4614,25524,1900,1225,488,87.6,6.5209,4.2043,81.0791
28001,28,Tamaulipas,Abasolo,8270,5592,67.6179,3374,1730,315,173,60.3362,30.9371,5.633,29.3991
28002,28,Tamaulipas,Aldama,23272,15672,67.3427,9433,5009,844,386,60.1901,31.9615,5.3854,28.2286
28003,28,Tamaulipas,Altamira,188399,100033,53.0964,70660,17757,9660,1956,70.6367,17.7511,9.6568,52.8856
28004,28,Tamaulipas,Antiguo Morelos,7388,5433,73.5382,2843,2220,279,91,52.3284,40.8614,5.1353,11.467
28005,28,Tamaulipas,Burgos,5133,3702,72.1216,1737,1689,184,92,46.9206,45.624,4.9703,1.2966
28006,28,Tamaulipas,Bustamante,5952,4525,76.0249,1799,2576,85,65,39.7569,56.9282,1.8785,-17.1713
28007,28,Tamaulipas,Camargo,13447,7636,56.7859,4491,2246,670,229,58.8135,29.4133,8.7742,29.4002
28008,28,Tamaulipas,Casas,4552,3488,76.6257,2171,875,266,176,62.242,25.086,7.6261,37.156
28009,28,Tamaulipas,Ciudad Madero,173629,105855,60.9662,64922,29464,10108,1361,61.3311,27.8343,9.5489,33.4968
28010,28,Tamaulipas,Cruillas,2237,1518,67.8587,423,982,52,61,27.8656,64.6904,3.4256,-36.8248
28011,28,Tamaulipas,Gomez Farias,7282,5216,71.6287,2867,1901,319,129,54.9655,36.4456,6.1158,18.5199
28012,28,Tamaulipas,Gonzalez,32840,18733,57.0432,12072,4632,1531,498,64.4424,24.7264,8.1727,39.716
28013,28,Tamaulipas,Güemez,13502,9804,72.6115,5152,3546,822,284,52.55,36.1689,8.3843,16.3811
28014,28,Tamaulipas,Guerrero,2614,1787,68.3627,1028,362,324,73,57.5266,20.2574,18.1309,37.2692
28015,28,Tamaulipas,Gustavo Diaz Ordaz,14153,8692,61.4145,5555,2254,668,215,63.9093,25.9319,7.6852,37.9774
28016,28,Tamaulipas,Hidalgo,14107,9994,70.8443,8938,585,299,172,89.4337,5.8535,2.9918,83.5802
28017,28,Tamaulipas,Jaumave,12511,8812,70.434,5767,1908,694,443,65.4448,21.6523,7.8756,43.7925
28018,28,Tamaulipas,Jimenez,6083,3939,64.7542,2544,750,548,97,64.5849,19.0404,13.9122,45.5445
28019,28,Tamaulipas,Llera,12841,9384,73.0784,5528,2859,705,292,58.9088,30.4668,7.5128,28.442
28020,28,Tamaulipas,Mainero,1846,1483,80.3359,1341,70,41,31,90.4248,4.7202,2.7647,85.7046
28021,28,Tamaulipas,Mante--El,87057,55891,64.2005,34058,16683,4192,958,60.9365,29.8492,7.5003,31.0873
28022,28,Tamaulipas,Matamoros,441021,221487,50.2214,150922,39725,26288,4552,68.1403,17.9356,11.8689,50.2047
28023,28,Tamaulipas,Mendez,3964,2861,72.1746,1077,1603,102,79,37.6442,56.0294,3.5652,-18.3852
28024,28,Tamaulipas,Mier,3967,2290,57.7262,1235,758,222,75,53.9301,33.1004,9.6943,20.8297
28025,28,Tamaulipas,Miguel Aleman,21038,12518,59.5019,5732,5256,1224,306,45.7901,41.9875,9.7779,3.8026
28026,28,Tamaulipas,Miquihuana,3093,2566,82.9615,1274,1179,74,39,49.6493,45.947,2.8839,3.7023
28027,28,Tamaulipas,Nuevo Laredo,340611,194547,57.1171,101672,76104,13110,3661,52.2609,39.1186,6.7387,13.1423
28028,28,Tamaulipas,Nuevo Morelos,3415,2576,75.4319,1386,1038,112,40,53.8043,40.295,4.3478,13.5093
28029,28,Tamaulipas,Ocampo,10809,7582,70.1452,4132,2734,547,169,54.4975,36.0591,7.2145,18.4384
28030,28,Tamaulipas,Padilla,11609,8313,71.6082,4564,1847,1645,257,54.902,22.2182,19.7883,32.6838
28031,28,Tamaulipas,Palmillas,1901,1361,71.5939,1125,146,71,19,82.6598,10.7274,5.2168,71.9324
28032,28,Tamaulipas,Reynosa,581544,289778,49.8291,200842,51174,31740,6022,69.3089,17.6597,10.9532,51.6492
28033,28,Tamaulipas,Rio Bravo,110627,58764,53.119,36716,14513,6122,1413,62.4804,24.6971,10.4179,37.7833
28034,28,Tamaulipas,San Carlos,6653,4464,67.0975,3401,787,168,108,76.1873,17.6299,3.7634,58.5574
28035,28,Tamaulipas,San Fernando,39128,24438,62.4566,12583,9742,1514,599,51.4895,39.8641,6.1953,11.6254
28036,28,Tamaulipas,San Nicolas,934,693,74.197,41,633,4,15,5.9163,91.342,0.5772,-85.4257
28037,28,Tamaulipas,Soto la Marina,19992,13618,68.1172,10087,2147,830,554,74.0711,15.7659,6.0949,58.3052
28038,28,Tamaulipas,Tampico,254337,160189,62.983,92997,50920,13951,2321,58.0545,31.7875,8.7091,26.267
28039,28,Tamaulipas,Tula,23262,14589,62.716,9651,3437,832,669,66.1526,23.5588,5.7029,42.5938
28040,28,Tamaulipas,Valle Hermoso,49589,28693,57.8616,15505,9830,2669,689,54.0376,34.2592,9.3019,19.7784
28041,28,Tamaulipas,Victoria,262124,167325,63.8343,99959,46453,17813,3100,59.7394,27.7621,10.6457,31.9773
28042,28,Tamaulipas,Villagran,4443,3671,82.6244,3376,175,63,57,91.964,4.7671,1.7162,87.1969
28043,28,Tamaulipas,Xicotencatl,18460,13269,71.8797,6984,5285,722,278,52.634,39.8297,5.4413,12.8043
29001,29,Tlaxcala,Amaxac de Guerrero,9085,6848,75.377,4469,1110,1127,142,65.2599,16.2091,16.4574,48.8025
29002,29,Tlaxcala,Apetatitlan de Antonio Carvajal,13130,11038,84.067,6716,2524,1609,189,60.8444,22.8665,14.5769,37.9779
29003,29,Tlaxcala,Atlangatepec,5417,4087,75.4477,2572,700,721,94,62.9312,17.1275,17.6413,45.2899
29004,29,Tlaxcala,Altzayanca,13881,10938,78.7984,7675,1661,1251,351,70.1682,15.1856,11.4372,54.9826
29005,29,Tlaxcala,Apizaco,69546,49117,70.6252,29563,11293,7275,986,60.1889,22.992,14.8116,37.1969
29006,29,Tlaxcala,Calpulalpan,38439,24747,64.3799,17617,3416,3240,474,71.1884,13.8037,13.0925,57.3847
29007,29,Tlaxcala,Carmen Tequexquitla--El,12753,8170,64.0634,5812,1192,821,345,71.1383,14.59,10.049,56.5483
29008,29,Tlaxcala,Cuapiaxtla,11967,9178,76.6942,6416,1302,1199,261,69.9063,14.1861,13.0638,55.7202
29009,29,Tlaxcala,Cuaxomulco,4965,3810,76.7372,2398,698,626,88,62.9396,18.3202,16.4304,44.6194
29010,29,Tlaxcala,Chiautempan,56715,41606,73.3598,26531,7478,6681,916,63.7672,17.9734,16.0578,45.7938
29011,29,Tlaxcala,Muñoz de Domingo Arenas,4010,2797,69.7506,2139,275,318,65,76.4748,9.832,11.3693,65.1055
29012,29,Tlaxcala,Españita,7599,5367,70.6277,3899,803,520,145,72.6477,14.9618,9.6888,57.6859
29013,29,Tlaxcala,Huamantla,73562,50213,68.2594,33823,7621,7497,1272,67.3591,15.1773,14.9304,52.1818
29014,29,Tlaxcala,Hueyotlipan,12263,8603,70.1541,5740,1133,1462,268,66.7209,13.1698,16.9941,49.7268
29015,29,Tlaxcala,Ixtacuixtla de Mariano Matamoros,31614,20735,65.588,15472,2068,2727,468,74.6178,9.9735,13.1517,61.4661
29016,29,Tlaxcala,Ixtenco,6010,4616,76.8053,3440,571,517,88,74.5234,12.37,11.2002,62.1534
29017,29,Tlaxcala,Mazatecochco de Jose Maria Morelos,8499,6676,78.5504,5005,821,746,104,74.97,12.2978,11.1744,62.6722
29018,29,Tlaxcala,Contla de Juan Cuamatzi,29544,21574,73.0233,16005,2220,2977,372,74.1865,10.2902,13.799,60.3875
29019,29,Tlaxcala,Tepetitla de Lardizabal,16916,12211,72.1861,9196,1077,1743,195,75.3091,8.8199,14.274,61.0351
29020,29,Tlaxcala,Sanctorum de Lazaro Cardenas,6862,4763,69.4113,3186,717,742,118,66.8906,15.0535,15.5784,51.3122
29021,29,Tlaxcala,Nanacamilpa de Mariano Arista,14640,9498,64.877,6109,1725,1427,237,64.3188,18.1617,15.0242,46.1571
29022,29,Tlaxcala,Acuamanala de Miguel Hidalgo,5347,4531,84.7391,3432,460,543,96,75.7449,10.1523,11.9841,63.7608
29023,29,Tlaxcala,Nativitas,20567,14679,71.3716,11219,1360,1785,315,76.4289,9.2649,12.1602,64.2687
29024,29,Tlaxcala,Panotla,22074,15446,69.9737,10857,2008,2235,346,70.29,13.0001,14.4698,55.8202
29025,29,Tlaxcala,San Pablo del Monte,63273,44070,69.6506,32181,5648,5264,977,73.0225,12.816,11.9446,60.2065
29026,29,Tlaxcala,Santa Cruz Tlaxcala,17595,12286,69.8267,8445,1874,1744,223,68.7368,15.2531,14.195,53.4837
29027,29,Tlaxcala,Tenancingo,9780,6220,63.5992,4695,944,412,169,75.4823,15.1768,6.6238,60.3055
29028,29,Tlaxcala,Teolocholco,19434,14778,76.042,10785,1610,2150,233,72.9801,10.8946,14.5487,58.4314
29029,29,Tlaxcala,Tepeyanco,10018,7683,76.692,5773,828,982,100,75.1399,10.777,12.7815,62.3584
29030,29,Tlaxcala,Terrenate,11674,8784,75.2441,6548,774,1240,222,74.5446,8.8115,14.1166,60.428
29031,29,Tlaxcala,Tetla de la Solidaridad,25439,17254,67.825,12195,1967,2712,380,70.6793,11.4003,15.7181,54.9612
29032,29,Tlaxcala,Tetlatlahuca,10361,7708,74.3944,6390,537,694,87,82.9009,6.9668,9.0036,73.8973
29033,29,Tlaxcala,Tlaxcala,81437,56817,69.768,32885,13527,9366,1039,57.8788,23.808,16.4845,34.0708
29034,29,Tlaxcala,Tlaxco,34710,22705,65.4134,15622,3506,2988,589,68.8042,15.4415,13.1601,53.3627
29035,29,Tlaxcala,Tocatlan,4897,3576,73.0243,2668,334,488,86,74.6085,9.34,13.6465,60.962
29036,29,Tlaxcala,Totolac,18457,13121,71.0896,8861,1880,2105,275,67.533,14.3282,16.043,51.49
29037,29,Tlaxcala,Zitlaltepec de Trinidad Sanchez Santos,7136,5127,71.847,3699,603,663,162,72.1475,11.7613,12.9315,59.216
29038,29,Tlaxcala,Tzompantepec,13038,9053,69.4355,6037,1416,1341,259,66.6851,15.6412,14.8128,51.0439
29039,29,Tlaxcala,Xaloztoc,18969,13344,70.3464,9629,1560,1903,252,72.1598,11.6906,14.2611,57.8987
29040,29,Tlaxcala,Xaltocan,9072,6486,71.4947,4707,818,779,182,72.5717,12.6118,12.0105,59.9599
29041,29,Tlaxcala,Papalotla de Xicohtencatl,24791,17693,71.3686,13097,2308,1990,298,74.0236,13.0447,11.2474,60.9789
29042,29,Tlaxcala,Xicohtzinco,11964,8595,71.8405,6208,1085,1149,153,72.228,12.6236,13.3682,58.8598
29043,29,Tlaxcala,Yauhquemecan,28215,17821,63.1614,11103,3229,3144,345,62.3029,18.1191,17.6421,44.1838
29044,29,Tlaxcala,Zacatelco,37005,27996,75.6546,21164,3104,3283,445,75.5965,11.0873,11.7267,63.8698
29045,29,Tlaxcala,Benito Juarez,5429,3681,67.8025,2792,353,471,65,75.849,9.5898,12.7954,63.0536
29046,29,Tlaxcala,Emiliano Zapata,3624,3027,83.5265,2137,422,388,80,70.598,13.9412,12.818,56.6568
29047,29,Tlaxcala,Lazaro Cardenas,2589,2070,79.9537,1595,197,227,51,77.0531,9.5169,10.9662,66.0869
29048,29,Tlaxcala,Magdalena Tlaltelulco--La,15171,11820,77.9118,7978,1512,2085,245,67.4958,12.7919,17.6396,49.8562
29049,29,Tlaxcala,San Damian Texoloc,4901,3641,74.291,2587,481,504,69,71.0519,13.2107,13.8424,57.2095
29050,29,Tlaxcala,San Francisco Tetlanohcan,9009,6637,73.6708,4688,701,1090,158,70.6343,10.562,16.4231,54.2112
29051,29,Tlaxcala,San Jeronimo Zacualpan,3276,2757,84.1575,2124,213,379,41,77.0403,7.7258,13.7468,63.2935
29052,29,Tlaxcala,San Jose Teacalco,4769,3555,74.5439,2586,524,383,62,72.7426,14.7398,10.7736,58.0028
29053,29,Tlaxcala,San Juan Huactzinco,5894,4752,80.6244,3643,371,654,84,76.6625,7.8072,13.7626,62.8999
29054,29,Tlaxcala,San Lorenzo Axocomanitla,4269,3560,83.3919,2693,304,508,55,75.6461,8.5393,14.2697,61.3764
29055,29,Tlaxcala,San Lucas Tecopilco,2619,398,15.1966,275,37,68,18,69.0955,9.2965,17.0854,52.0101
29056,29,Tlaxcala,Santa Ana Nopalucan,6337,4692,74.0413,3747,471,353,121,79.8593,10.0384,7.5234,69.8209
29057,29,Tlaxcala,Santa Apolonia Teacalco,3958,3260,82.3648,2614,299,278,69,80.184,9.1718,8.5276,71.012200000000007
29058,29,Tlaxcala,Santa Catarina Ayometla,7699,6300,81.8288,4823,619,722,136,76.5556,9.8254,11.4603,65.0953
